year,state,count,countCat
1944,Massachusetts,433.38,100-500
1944,Michigan,466.94,100-500
1944,Minnesota,770.53,500-1000
1944,Mississippi,0,0
1944,Missouri,155.96,100-500
1944,Montana,720.79,500-1000
1944,Nebraska,186.13,100-500
1944,Nevada,244.43,100-500
1944,New Hampshire,126.01,100-500
1944,New Jersey,658.66,500-1000
1944,New Mexico,303.73,100-500
1944,New York,334.85,100-500
1944,North Carolina,671.48,500-1000
1944,North Dakota,644.36,500-1000
1944,Ohio,557.9300000000001,500-1000
1944,Oklahoma,166.8,100-500
1944,Oregon,239.87,100-500
1944,Pennsylvania,256.56,100-500
1944,Rhode Island,535.99,500-1000
1944,South Carolina,363.6,100-500
1944,South Dakota,258.73,100-500
1944,Tennessee,184.38,100-500
1944,Texas,542.2,500-1000
1944,Utah,200.67,100-500
1944,Vermont,751.46,500-1000
1944,Virginia,475.42,100-500
1944,Washington,264.04,100-500
1944,West Virginia,497.22,100-500
1944,Wisconsin,1407.91,>1000
1944,Wyoming,728.08,500-1000
1945,Alabama,27.330000000000002,10-100
1945,Alaska,NA,NA
1945,Arizona,93.74,10-100
1945,Arkansas,69.5,10-100
1945,California,339.44,100-500
1945,Colorado,95.91,10-100
1945,Connecticut,170.2,100-500
1945,Delaware,96.86,10-100
1945,District Of Columbia,39.59,10-100
1945,Florida,39.63,10-100
1945,Georgia,27.53,10-100
1945,Hawaii,NA,NA
1945,Idaho,259.93,100-500
1945,Illinois,103.25,100-500
1945,Indiana,33.51,10-100
1945,Iowa,61.4,10-100
1945,Kansas,95.98,10-100
1945,Kentucky,61.13,10-100
1945,Louisiana,41.15,10-100
1945,Maine,61.29,10-100
1945,Maryland,87.4,10-100
1945,Massachusetts,186.66,100-500
1945,Michigan,121.24,100-500
1945,Minnesota,62.96,10-100
1945,Mississippi,0,0
1945,Missouri,30.22,10-100
1945,Montana,175.29,100-500
1945,Nebraska,71.57,10-100
1945,Nevada,71.8,10-100
1945,New Hampshire,33.9,10-100
1945,New Jersey,78.87,10-100
1945,New Mexico,67.9,10-100
1945,New York,52.410000000000004,10-100
1945,North Carolina,72.5,10-100
1945,North Dakota,64.11,10-100
1945,Ohio,49.82,10-100
1945,Oklahoma,51.129999999999995,10-100
1945,Oregon,156.32,100-500
1945,Pennsylvania,127.31,100-500
1945,Rhode Island,55.54,10-100
1945,South Carolina,78.91,10-100
1945,South Dakota,100.63,100-500
1945,Tennessee,65.8,10-100
1945,Texas,188.85999999999999,100-500
1945,Utah,746.1,500-1000
1945,Vermont,179.96,100-500
1945,Virginia,64.45,10-100
1945,Washington,291.68,100-500
1945,West Virginia,79.64,10-100
1945,Wisconsin,165.52,100-500
1945,Wyoming,157.57999999999998,100-500
1946,Alabama,126.75,100-500
1946,Alaska,NA,NA
1946,Arizona,498.69,100-500
1946,Arkansas,168.47,100-500
1946,California,575.16,500-1000
1946,Colorado,992.74,500-1000
1946,Connecticut,397.91,100-500
1946,Delaware,198.98,100-500
1946,District Of Columbia,465.92,100-500
1946,Florida,116.89,100-500
1946,Georgia,117.11,100-500
1946,Hawaii,NA,NA
1946,Idaho,433.59999999999997,100-500
1946,Illinois,298.12,100-500
1946,Indiana,293.05,100-500
1946,Iowa,160.44,100-500
1946,Kansas,658.17,500-1000
1946,Kentucky,269.63,100-500
1946,Louisiana,126.32000000000001,100-500
1946,Maine,578,500-1000
1946,Maryland,488.43,100-500
1946,Massachusetts,798.36,500-1000
1946,Michigan,627.9300000000001,500-1000
1946,Minnesota,44.79,10-100
1946,Mississippi,NA,NA
1946,Missouri,166.93,100-500
1946,Montana,422.65,100-500
1946,Nebraska,395.65,100-500
1946,Nevada,125.9,100-500
1946,New Hampshire,226.71,100-500
1946,New Jersey,1151.75,>1000
1946,New Mexico,215.41,100-500
1946,New York,600.82,500-1000
1946,North Carolina,225.16,100-500
1946,North Dakota,40.839999999999996,10-100
1946,Ohio,200.43,100-500
1946,Oklahoma,188.97,100-500
1946,Oregon,453.37,100-500
1946,Pennsylvania,611.47,500-1000
1946,Rhode Island,160.61,100-500
1946,South Carolina,358.19,100-500
1946,South Dakota,189.69,100-500
1946,Tennessee,150.47,100-500
1946,Texas,410.13,100-500
1946,Utah,1244.57,>1000
1946,Vermont,858.63,500-1000
1946,Virginia,385.83,100-500
1946,Washington,513.61,500-1000
1946,West Virginia,140.56,100-500
1946,Wisconsin,1333.6,>1000
1946,Wyoming,397.59,100-500
1947,Alabama,127.26,100-500
1947,Alaska,NA,NA
1947,Arizona,224.49,100-500
1947,Arkansas,130.61,100-500
1947,California,74.98,10-100
1947,Colorado,142.93,100-500
1947,Connecticut,814.92,500-1000
1947,Delaware,19.41,10-100
1947,District Of Columbia,60.15,10-100
1947,Florida,53.1,10-100
1947,Georgia,102.39,100-500
1947,Hawaii,NA,NA
1947,Idaho,51.13,10-100
1947,Illinois,91.45,10-100
1947,Indiana,60.93,10-100
1947,Iowa,177.89000000000001,100-500
1947,Kansas,48.12,10-100
1947,Kentucky,30.119999999999997,10-100
1947,Louisiana,49.96,10-100
1947,Maine,504.58,500-1000
1947,Maryland,50.88,10-100
1947,Massachusetts,252.7,100-500
1947,Michigan,148.06,100-500
1947,Minnesota,319.35,100-500
1947,Mississippi,14.96,10-100
1947,Missouri,33.55,10-100
1947,Montana,843.36,500-1000
1947,Nebraska,37.4,10-100
1947,Nevada,18.45,10-100
1947,New Hampshire,61.04,10-100
1947,New Jersey,250.71,100-500
1947,New Mexico,226.78,100-500
1947,New York,108,100-500
1947,North Carolina,127.63,100-500
1947,North Dakota,236.08,100-500
1947,Ohio,239.45,100-500
1947,Oklahoma,10.790000000000001,10-100
1947,Oregon,71.91,10-100
1947,Pennsylvania,113.41,100-500
1947,Rhode Island,507.34,500-1000
1947,South Carolina,161.85999999999999,100-500
1947,South Dakota,218.3,100-500
1947,Tennessee,61,10-100
1947,Texas,109.48,100-500
1947,Utah,99.24,10-100
1947,Vermont,1348.83,>1000
1947,Virginia,242.18,100-500
1947,Washington,63.82,10-100
1947,West Virginia,143.62,100-500
1947,Wisconsin,383.14,100-500
1947,Wyoming,170.19,100-500
1948,Alabama,69.09,10-100
1948,Alaska,NA,NA
1948,Arizona,623.38,500-1000
1948,Arkansas,208.3,100-500
1948,California,487.90999999999997,100-500
1948,Colorado,723.28,500-1000
1948,Connecticut,140.62,100-500
1948,Delaware,333.13,100-500
1948,District Of Columbia,305.05,100-500
1948,Florida,152.39,100-500
1948,Georgia,37.8,10-100
1948,Hawaii,NA,NA
1948,Idaho,275.2,100-500
1948,Illinois,426.99,100-500
1948,Indiana,366.54,100-500
1948,Iowa,352.26,100-500
1948,Kansas,58.31,10-100
1948,Kentucky,127.97,100-500
1948,Louisiana,57.63,10-100
1948,Maine,335.01,100-500
1948,Maryland,435.37,100-500
1948,Massachusetts,675,500-1000
1948,Michigan,561.07,500-1000
1948,Minnesota,286.3,100-500
1948,Mississippi,58.26,10-100
1948,Missouri,150.17,100-500
1948,Montana,341.6,100-500
1948,Nebraska,263.28,100-500
1948,Nevada,38.12,10-100
1948,New Hampshire,77.53999999999999,10-100
1948,New Jersey,715.45,500-1000
1948,New Mexico,174.64,100-500
1948,New York,330.91,100-500
1948,North Carolina,26.97,10-100
1948,North Dakota,214.45000000000002,100-500
1948,Ohio,282.32,100-500
1948,Oklahoma,66.02,10-100
1948,Oregon,367.6,100-500
1948,Pennsylvania,306.69,100-500
1948,Rhode Island,48.43,10-100
1948,South Carolina,120.64999999999999,100-500
1948,South Dakota,140.26,100-500
1948,Tennessee,127.53999999999999,100-500
1948,Texas,583.88,500-1000
1948,Utah,910.94,500-1000
1948,Vermont,407.12,100-500
1948,Virginia,191.3,100-500
1948,Washington,482.29,100-500
1948,West Virginia,295.53,100-500
1948,Wisconsin,926.15,500-1000
1948,Wyoming,805.41,500-1000
1949,Alabama,368.8,100-500
1949,Alaska,NA,NA
1949,Arizona,531.46,500-1000
1949,Arkansas,667.72,500-1000
1949,California,320.82,100-500
1949,Colorado,557.61,500-1000
1949,Connecticut,935.63,500-1000
1949,Delaware,234.53,100-500
1949,District Of Columbia,278.56,100-500
1949,Florida,144.03,100-500
1949,Georgia,288.7,100-500
1949,Hawaii,NA,NA
1949,Idaho,511.03,500-1000
1949,Illinois,65.92,10-100
1949,Indiana,100.14,100-500
1949,Iowa,87.03,10-100
1949,Kansas,882.3100000000001,500-1000
1949,Kentucky,294.61,100-500
1949,Louisiana,51.62,10-100
1949,Maine,1108.8700000000001,>1000
1949,Maryland,740.27,500-1000
1949,Massachusetts,556.88,500-1000
1949,Michigan,312.1,100-500
1949,Minnesota,114.47,100-500
1949,Mississippi,106.74,100-500
1949,Missouri,203.8,100-500
1949,Montana,676.12,500-1000
1949,Nebraska,207.99,100-500
1949,Nevada,60.53,10-100
1949,New Hampshire,230.6,100-500
1949,New Jersey,705.08,500-1000
1949,New Mexico,671.44,500-1000
1949,New York,353.09,100-500
1949,North Carolina,442.46,100-500
1949,North Dakota,245.95000000000002,100-500
1949,Ohio,268.29,100-500
1949,Oklahoma,354.07,100-500
1949,Oregon,684.38,500-1000
1949,Pennsylvania,483.96,100-500
1949,Rhode Island,561.61,500-1000
1949,South Carolina,453.08,100-500
1949,South Dakota,157.39,100-500
1949,Tennessee,252.76,100-500
1949,Texas,749.48,500-1000
1949,Utah,526.54,500-1000
1949,Vermont,1711.3700000000001,>1000
1949,Virginia,649.31,500-1000
1949,Washington,551.2,500-1000
1949,West Virginia,188.45,100-500
1949,Wisconsin,1171.07,>1000
1949,Wyoming,201.42,100-500
1950,Alabama,50.9,10-100
1950,Alaska,NA,NA
1950,Arizona,315.95,100-500
1950,Arkansas,91.12,10-100
1950,California,137.92,100-500
1950,Colorado,395.37,100-500
1950,Connecticut,197.45,100-500
1950,Delaware,194.7,100-500
1950,District Of Columbia,213.51,100-500
1950,Florida,83.43,10-100
1950,Georgia,62.42,10-100
1950,Hawaii,13.22,10-100
1950,Idaho,324.05,100-500
1950,Illinois,200.35,100-500
1950,Indiana,169.41,100-500
1950,Iowa,399.49,100-500
1950,Kansas,93.17,10-100
1950,Kentucky,162.65,100-500
1950,Louisiana,28.57,10-100
1950,Maine,106.15,100-500
1950,Maryland,61.72,10-100
1950,Massachusetts,264.72,100-500
1950,Michigan,575.29,500-1000
1950,Minnesota,125.16,100-500
1950,Mississippi,99.49,10-100
1950,Missouri,58.02,10-100
1950,Montana,300.15,100-500
1950,Nebraska,275.32,100-500
1950,Nevada,67.9,10-100
1950,New Hampshire,34.4,10-100
1950,New Jersey,601.68,500-1000
1950,New Mexico,136.02,100-500
1950,New York,201.33,100-500
1950,North Carolina,118.87,100-500
1950,North Dakota,63.62,10-100
1950,Ohio,161.84,100-500
1950,Oklahoma,27.43,10-100
1950,Oregon,49.38,10-100
1950,Pennsylvania,165.44,100-500
1950,Rhode Island,30.68,10-100
1950,South Carolina,90.62,10-100
1950,South Dakota,102.59,100-500
1950,Tennessee,104.1,100-500
1950,Texas,175.65,100-500
1950,Utah,879.2,500-1000
1950,Vermont,157.47,100-500
1950,Virginia,85.42,10-100
1950,Washington,142.61,100-500
1950,West Virginia,293.19,100-500
1950,Wisconsin,546.71,500-1000
1950,Wyoming,209.99,100-500
1951,Alabama,103.24,100-500
1951,Alaska,NA,NA
1951,Arizona,1351.49,>1000
1951,Arkansas,401.09,100-500
1951,California,548.36,500-1000
1951,Colorado,934.02,500-1000
1951,Connecticut,227.43,100-500
1951,Delaware,208.42,100-500
1951,District Of Columbia,185.16,100-500
1951,Florida,76.21000000000001,10-100
1951,Georgia,213.03,100-500
1951,Hawaii,955.24,500-1000
1951,Idaho,358.07,100-500
1951,Illinois,187.66,100-500
1951,Indiana,102,100-500
1951,Iowa,103.78,100-500
1951,Kansas,572.1899999999999,500-1000
1951,Kentucky,290.96,100-500
1951,Louisiana,78.73,10-100
1951,Maine,193.04999999999998,100-500
1951,Maryland,269.07,100-500
1951,Massachusetts,311.54,100-500
1951,Michigan,221.85,100-500
1951,Minnesota,93.36,10-100
1951,Mississippi,91.25,10-100
1951,Missouri,188.53,100-500
1951,Montana,416.62,100-500
1951,Nebraska,41.75,10-100
1951,Nevada,171.48,100-500
1951,New Hampshire,196.44,100-500
1951,New Jersey,395.01,100-500
1951,New Mexico,297.51,100-500
1951,New York,240.63,100-500
1951,North Carolina,81.37,10-100
1951,North Dakota,426.98,100-500
1951,Ohio,295.76,100-500
1951,Oklahoma,359.94,100-500
1951,Oregon,617.84,500-1000
1951,Pennsylvania,299.86,100-500
1951,Rhode Island,113.3,100-500
1951,South Carolina,34.31,10-100
1951,South Dakota,106.72,100-500
1951,Tennessee,80.64,10-100
1951,Texas,808.78,500-1000
1951,Utah,331.4,100-500
1951,Vermont,1130.93,>1000
1951,Virginia,408.71,100-500
1951,Washington,733.32,500-1000
1951,West Virginia,227.24,100-500
1951,Wisconsin,958.0699999999999,500-1000
1951,Wyoming,753.58,500-1000
1952,Alabama,351.72,100-500
1952,Alaska,NA,NA
1952,Arizona,424.59,100-500
1952,Arkansas,188.54999999999998,100-500
1952,California,335.25,100-500
1952,Colorado,386.92,100-500
1952,Connecticut,1179.01,>1000
1952,Delaware,119.34,100-500
1952,District Of Columbia,286.17,100-500
1952,Florida,109.99,100-500
1952,Georgia,225.42000000000002,100-500
1952,Hawaii,NA,NA
1952,Idaho,196.07,100-500
1952,Illinois,294.52,100-500
1952,Indiana,179.11,100-500
1952,Iowa,120.84,100-500
1952,Kansas,326.07,100-500
1952,Kentucky,362.96999999999997,100-500
1952,Louisiana,23.97,10-100
1952,Maine,987.72,500-1000
1952,Maryland,348.04,100-500
1952,Massachusetts,940.07,500-1000
1952,Michigan,407.49,100-500
1952,Minnesota,96.98,10-100
1952,Mississippi,64.62,10-100
1952,Missouri,60.99,10-100
1952,Montana,643.92,500-1000
1952,Nebraska,214.03,100-500
1952,Nevada,285.31,100-500
1952,New Hampshire,447.27,100-500
1952,New Jersey,1282.7,>1000
1952,New Mexico,210.63,100-500
1952,New York,500.59,500-1000
1952,North Carolina,93.5,10-100
1952,North Dakota,432.14,100-500
1952,Ohio,248,100-500
1952,Oklahoma,92.03,10-100
1952,Oregon,209.73,100-500
1952,Pennsylvania,358.5,100-500
1952,Rhode Island,665.78,500-1000
1952,South Carolina,81.69,10-100
1952,South Dakota,115.26,100-500
1952,Tennessee,200.48,100-500
1952,Texas,283.26,100-500
1952,Utah,652.51,500-1000
1952,Vermont,1397.32,>1000
1952,Virginia,376.52,100-500
1952,Washington,243.78,100-500
1952,West Virginia,270,100-500
1952,Wisconsin,1140.83,>1000
1952,Wyoming,231.75,100-500
1953,Alabama,93.99,10-100
1953,Alaska,NA,NA
1953,Arizona,557.91,500-1000
1953,Arkansas,727.41,500-1000
1953,California,438.91,100-500
1953,Colorado,684,500-1000
1953,Connecticut,99.99,10-100
1953,Delaware,115.88,100-500
1953,District Of Columbia,44.05,10-100
1953,Florida,38.5,10-100
1953,Georgia,86.49,10-100
1953,Hawaii,NA,NA
1953,Idaho,324.34000000000003,100-500
1953,Illinois,173.71,100-500
1953,Indiana,162.58,100-500
1953,Iowa,413.78,100-500
1953,Kansas,750.87,500-1000
1953,Kentucky,134.51,100-500
1953,Louisiana,155.89000000000001,100-500
1953,Maine,181.55,100-500
1953,Maryland,79.46,10-100
1953,Massachusetts,68.28,10-100
1953,Michigan,322.98,100-500
1953,Minnesota,136.22,100-500
1953,Mississippi,115.46,100-500
1953,Missouri,218.84,100-500
1953,Montana,505.27,500-1000
1953,Nebraska,183.75,100-500
1953,Nevada,102.3,100-500
1953,New Hampshire,50.71,10-100
1953,New Jersey,81.21000000000001,10-100
1953,New Mexico,662.89,500-1000
1953,New York,74.14,10-100
1953,North Carolina,115.47,100-500
1953,North Dakota,254.43,100-500
1953,Ohio,314.96,100-500
1953,Oklahoma,173.09,100-500
1953,Oregon,558.14,500-1000
1953,Pennsylvania,146.18,100-500
1953,Rhode Island,61.97,10-100
1953,South Carolina,89.38,10-100
1953,South Dakota,68.81,10-100
1953,Tennessee,84.73,10-100
1953,Texas,885.82,500-1000
1953,Utah,775.41,500-1000
1953,Vermont,148.93,100-500
1953,Virginia,138.96,100-500
1953,Washington,473.15,100-500
1953,West Virginia,309.56,100-500
1953,Wisconsin,1166.84,>1000
1953,Wyoming,497.54,100-500
1954,Alabama,280.39,100-500
1954,Alaska,691.67,500-1000
1954,Arizona,531.51,500-1000
1954,Arkansas,151.03,100-500
1954,California,473.05,100-500
1954,Colorado,127.66,100-500
1954,Connecticut,223.47,100-500
1954,Delaware,527.67,500-1000
1954,District Of Columbia,383.3,100-500
1954,Florida,312.27,100-500
1954,Georgia,188.04,100-500
1954,Hawaii,99.86,10-100
1954,Idaho,734.17,500-1000
1954,Illinois,358.74,100-500
1954,Indiana,517.12,500-1000
1954,Iowa,477.14,100-500
1954,Kansas,66.41,10-100
1954,Kentucky,1026,>1000
1954,Louisiana,104.96,100-500
1954,Maine,626.75,500-1000
1954,Maryland,433.86,100-500
1954,Massachusetts,475.05,100-500
1954,Michigan,568.61,500-1000
1954,Minnesota,92.93,10-100
1954,Mississippi,145.94,100-500
1954,Missouri,37.88,10-100
1954,Montana,749.98,500-1000
1954,Nebraska,191.6,100-500
1954,Nevada,182.19,100-500
1954,New Hampshire,168.21,100-500
1954,New Jersey,445.79,100-500
1954,New Mexico,355.99,100-500
1954,New York,548.37,500-1000
1954,North Carolina,229.32,100-500
1954,North Dakota,454.18,100-500
1954,Ohio,322.29,100-500
1954,Oklahoma,152.18,100-500
1954,Oregon,244.37,100-500
1954,Pennsylvania,351.84,100-500
1954,Rhode Island,223.67,100-500
1954,South Carolina,254.91,100-500
1954,South Dakota,123.53,100-500
1954,Tennessee,416.4,100-500
1954,Texas,906.12,500-1000
1954,Utah,1043.86,>1000
1954,Vermont,760.21,500-1000
1954,Virginia,673.56,500-1000
1954,Washington,857.47,500-1000
1954,West Virginia,512.01,500-1000
1954,Wisconsin,289.57,100-500
1954,Wyoming,391.79,100-500
1955,Alabama,69.68,10-100
1955,Alaska,241.87,100-500
1955,Arizona,1024.03,>1000
1955,Arkansas,173.54,100-500
1955,California,513.46,500-1000
1955,Colorado,317.08,100-500
1955,Connecticut,1256.63,>1000
1955,Delaware,26.98,10-100
1955,District Of Columbia,57.69,10-100
1955,Florida,38.04,10-100
1955,Georgia,68.18,10-100
1955,Hawaii,1186.44,>1000
1955,Idaho,113.76,100-500
1955,Illinois,144.65,100-500
1955,Indiana,86.36,10-100
1955,Iowa,286.64,100-500
1955,Kansas,145.56,100-500
1955,Kentucky,76.09,10-100
1955,Louisiana,5.66,1-10
1955,Maine,710.48,500-1000
1955,Maryland,83.51,10-100
1955,Massachusetts,957.5,500-1000
1955,Michigan,309.13,100-500
1955,Minnesota,225.27,100-500
1955,Mississippi,72.75,10-100
1955,Missouri,96.52,10-100
1955,Montana,449.82,100-500
1955,Nebraska,12.07,10-100
1955,Nevada,165.37,100-500
1955,New Hampshire,831.44,500-1000
1955,New Jersey,937.1,500-1000
1955,New Mexico,621.75,500-1000
1955,New York,241.44,100-500
1955,North Carolina,29.68,10-100
1955,North Dakota,407.81,100-500
1955,Ohio,170.31,100-500
1955,Oklahoma,132.27,100-500
1955,Oregon,295.16,100-500
1955,Pennsylvania,170.43,100-500
1955,Rhode Island,657.21,500-1000
1955,South Carolina,53.33,10-100
1955,South Dakota,63.59,10-100
1955,Tennessee,172.07,100-500
1955,Texas,455.73,100-500
1955,Utah,101.05,100-500
1955,Vermont,1894.94,>1000
1955,Virginia,120.1,100-500
1955,Washington,425.03,100-500
1955,West Virginia,204.22,100-500
1955,Wisconsin,1389.05,>1000
1955,Wyoming,180.83,100-500
1956,Alabama,231.75,100-500
1956,Alaska,1120.98,>1000
1956,Arizona,644.3199999999999,500-1000
1956,Arkansas,506.86,500-1000
1956,California,235.21,100-500
1956,Colorado,873.22,500-1000
1956,Connecticut,116.46,100-500
1956,Delaware,212.31,100-500
1956,District Of Columbia,210.28,100-500
1956,Florida,127.23,100-500
1956,Georgia,128.9,100-500
1956,Hawaii,922.02,500-1000
1956,Idaho,317.56,100-500
1956,Illinois,441.99,100-500
1956,Indiana,368.17,100-500
1956,Iowa,307.41,100-500
1956,Kansas,200.78,100-500
1956,Kentucky,610.29,500-1000
1956,Louisiana,69.64,10-100
1956,Maine,115.39,100-500
1956,Maryland,310.79,100-500
1956,Massachusetts,72,10-100
1956,Michigan,540.14,500-1000
1956,Minnesota,40.74,10-100
1956,Mississippi,107.81,100-500
1956,Missouri,124.88,100-500
1956,Montana,1016.61,>1000
1956,Nebraska,178.58,100-500
1956,Nevada,55.2,10-100
1956,New Hampshire,35.34,10-100
1956,New Jersey,340.37,100-500
1956,New Mexico,495.32,100-500
1956,New York,308.53,100-500
1956,North Carolina,178.8,100-500
1956,North Dakota,362.47,100-500
1956,Ohio,477.29,100-500
1956,Oklahoma,440.45,100-500
1956,Oregon,135.02,100-500
1956,Pennsylvania,397.95,100-500
1956,Rhode Island,22.43,10-100
1956,South Carolina,384.74,100-500
1956,South Dakota,86.75,10-100
1956,Tennessee,617,500-1000
1956,Texas,755.24,500-1000
1956,Utah,284.17,100-500
1956,Vermont,340.86,100-500
1956,Virginia,634.53,500-1000
1956,Washington,481.3,100-500
1956,West Virginia,587.09,500-1000
1956,Wisconsin,715.74,500-1000
1956,Wyoming,640.6899999999999,500-1000
1957,Alabama,299.79,100-500
1957,Alaska,414.7,100-500
1957,Arizona,700.97,500-1000
1957,Arkansas,78.41,10-100
1957,California,353.35,100-500
1957,Colorado,173.47,100-500
1957,Connecticut,409.99,100-500
1957,Delaware,78.13,10-100
1957,District Of Columbia,114.82000000000001,100-500
1957,Florida,120.36,100-500
1957,Georgia,155.66,100-500
1957,Hawaii,866.24,500-1000
1957,Idaho,486.9,100-500
1957,Illinois,100.27,100-500
1957,Indiana,180.31,100-500
1957,Iowa,330.75,100-500
1957,Kansas,0.62,0-1
1957,Kentucky,557.76,500-1000
1957,Louisiana,34.64,10-100
1957,Maine,478.88,100-500
1957,Maryland,79.67999999999999,10-100
1957,Massachusetts,222.05,100-500
1957,Michigan,234.85,100-500
1957,Minnesota,229.33,100-500
1957,Mississippi,61.45,10-100
1957,Missouri,102.2,100-500
1957,Montana,528.64,500-1000
1957,Nebraska,16.79,10-100
1957,Nevada,592.31,500-1000
1957,New Hampshire,69.01,10-100
1957,New Jersey,458.1,100-500
1957,New Mexico,747.33,500-1000
1957,New York,233.63,100-500
1957,North Carolina,43.64,10-100
1957,North Dakota,629.25,500-1000
1957,Ohio,86.94,10-100
1957,Oklahoma,66.1,10-100
1957,Oregon,879.25,500-1000
1957,Pennsylvania,117.09,100-500
1957,Rhode Island,72.67,10-100
1957,South Carolina,248.22,100-500
1957,South Dakota,81.49,10-100
1957,Tennessee,455.99,100-500
1957,Texas,471.87,100-500
1957,Utah,1749.89,>1000
1957,Vermont,761.46,500-1000
1957,Virginia,128.67,100-500
1957,Washington,614.37,500-1000
1957,West Virginia,185.11,100-500
1957,Wisconsin,980.76,500-1000
1957,Wyoming,69.46,10-100
1958,Alabama,242.34,100-500
1958,Alaska,562.0600000000001,500-1000
1958,Arizona,825.18,500-1000
1958,Arkansas,173.95,100-500
1958,California,235.72,100-500
1958,Colorado,566.11,500-1000
1958,Connecticut,645.65,500-1000
1958,Delaware,118.89999999999999,100-500
1958,District Of Columbia,187.57,100-500
1958,Florida,266.67,100-500
1958,Georgia,175.18,100-500
1958,Hawaii,95.08,10-100
1958,Idaho,591.94,500-1000
1958,Illinois,233.09,100-500
1958,Indiana,396.55,100-500
1958,Iowa,463.82,100-500
1958,Kansas,3.3200000000000003,1-10
1958,Kentucky,619.64,500-1000
1958,Louisiana,9.05,1-10
1958,Maine,462.59,100-500
1958,Maryland,210.82999999999998,100-500
1958,Massachusetts,714.96,500-1000
1958,Michigan,530.38,500-1000
1958,Minnesota,37.83,10-100
1958,Mississippi,67.5,10-100
1958,Missouri,82.41,10-100
1958,Montana,1065.44,>1000
1958,Nebraska,108.79,100-500
1958,Nevada,73.6,10-100
1958,New Hampshire,368.01,100-500
1958,New Jersey,429.08,100-500
1958,New Mexico,912.17,500-1000
1958,New York,364.15,100-500
1958,North Carolina,93.73,10-100
1958,North Dakota,714.58,500-1000
1958,Ohio,312.78000000000003,100-500
1958,Oklahoma,317.88,100-500
1958,Oregon,529.02,500-1000
1958,Pennsylvania,307.18,100-500
1958,Rhode Island,496.84,100-500
1958,South Carolina,472.18,100-500
1958,South Dakota,18.41,10-100
1958,Tennessee,793.55,500-1000
1958,Texas,889.53,500-1000
1958,Utah,458.83,100-500
1958,Vermont,549.2,500-1000
1958,Virginia,550.15,500-1000
1958,Washington,384.18,100-500
1958,West Virginia,657.2,500-1000
1958,Wisconsin,1665.37,>1000
1958,Wyoming,433.31,100-500
1959,Alabama,108.19,100-500
1959,Alaska,816.55,500-1000
1959,Arizona,719.02,500-1000
1959,Arkansas,46.49,10-100
1959,California,251.82,100-500
1959,Colorado,411.5,100-500
1959,Connecticut,516.46,500-1000
1959,Delaware,139.7,100-500
1959,District Of Columbia,52.17,10-100
1959,Florida,74.68,10-100
1959,Georgia,11.54,10-100
1959,Hawaii,592.6,500-1000
1959,Idaho,247.2,100-500
1959,Illinois,96.16,10-100
1959,Indiana,99.64,10-100
1959,Iowa,420.25,100-500
1959,Kansas,NA,NA
1959,Kentucky,221.65,100-500
1959,Louisiana,2.08,1-10
1959,Maine,270.41,100-500
1959,Maryland,76.08,10-100
1959,Massachusetts,123.22,100-500
1959,Michigan,147.69,100-500
1959,Minnesota,80.06,10-100
1959,Mississippi,66.42999999999999,10-100
1959,Missouri,84.71000000000001,10-100
1959,Montana,625.59,500-1000
1959,Nebraska,29.32,10-100
1959,Nevada,220.09,100-500
1959,New Hampshire,76.52,10-100
1959,New Jersey,502.21,500-1000
1959,New Mexico,484.03000000000003,100-500
1959,New York,140.21,100-500
1959,North Carolina,73.12,10-100
1959,North Dakota,899.54,500-1000
1959,Ohio,124.39,100-500
1959,Oklahoma,29.15,10-100
1959,Oregon,447.57,100-500
1959,Pennsylvania,247.52,100-500
1959,Rhode Island,35.92,10-100
1959,South Carolina,82.91,10-100
1959,South Dakota,129.12,100-500
1959,Tennessee,275.98,100-500
1959,Texas,360.65,100-500
1959,Utah,670.89,500-1000
1959,Vermont,525.59,500-1000
1959,Virginia,349.29,100-500
1959,Washington,512.47,500-1000
1959,West Virginia,406.39,100-500
1959,Wisconsin,384.77,100-500
1959,Wyoming,281.2,100-500
1960,Alabama,63.33,10-100
1960,Alaska,635.79,500-1000
1960,Arizona,325.91,100-500
1960,Arkansas,89.24,10-100
1960,California,140.03,100-500
1960,Colorado,384.73,100-500
1960,Connecticut,434.62,100-500
1960,Delaware,212.92000000000002,100-500
1960,District Of Columbia,158.16,100-500
1960,Florida,74.46,10-100
1960,Georgia,5.53,1-10
1960,Hawaii,829,500-1000
1960,Idaho,421.92,100-500
1960,Illinois,224.66,100-500
1960,Indiana,223.08,100-500
1960,Iowa,64,10-100
1960,Kansas,NA,NA
1960,Kentucky,352.98,100-500
1960,Louisiana,7.46,1-10
1960,Maine,413.05,100-500
1960,Maryland,104.48,100-500
1960,Massachusetts,420.58,100-500
1960,Michigan,451.59,100-500
1960,Minnesota,126.3,100-500
1960,Mississippi,76.35,10-100
1960,Missouri,17.35,10-100
1960,Montana,313.99,100-500
1960,Nebraska,14.81,10-100
1960,Nevada,262.89,100-500
1960,New Hampshire,186.35999999999999,100-500
1960,New Jersey,175.27,100-500
1960,New Mexico,6.81,1-10
1960,New York,277.27,100-500
1960,North Carolina,27.06,10-100
1960,North Dakota,390.56,100-500
1960,Ohio,191.15,100-500
1960,Oklahoma,51.72,10-100
1960,Oregon,624.9399999999999,500-1000
